Mon robot étant cassé, j'ai cherché un robot reprenant les fonctionnalités du mien et franchement je ne suis pas déçue. Le bol est en verre avec un support en caoutchouc permettant de ne pas bouger durant le mixage. Les lames sont fournies avec un cache permettant de les ranger sans risque de coupure. Le mixage se fait par un système de deux fois double lames superposées. Du coup, encore plus rapide et plus efficace qu'un mono lame. J'aime beaucoup le bol en verre car ne se fissurera pas comme le mien à force d'être utilisé. J'ai testé sur des oignons frais, des tomates, des carottes, des pommes de terre. Le hachage est super rapide pour le résultat que je voulais. Au niveau du rangement, facile à démonter et à empiler. Pour le nettoyage, pour le moment je le lave à la main. |||5|||5
Je suis content d'avoir ce hachoir car maintenant je ne dois plus couper mes oignons sans que ce soit une torture, je les mets directement dedans et ils sont couper en tout petits bouts, c'est bien pratique. Je l'ai déjà utilisé pour que mon hachis soit bien mélanger avec toutes les épices, ca permet d'avoir une viande bien homogène au niveau des épices.\r\n\r\nEn ce qui concerne le robot, le bol est en verre plutôt solide, au lieu d'être plastique chez certains modèles. On a jute besoin d'appuyer sur le grand bouton dessus pour le démarrer, super simple. Il n'y a rien de plus à faire.\r\nPetit bémol câble alimentation électrique un peu court dommage |||5|||5
un grand bol, on peut y mettre de la quantité, 2 lames c'est bien mais si vous avez juste une petite échalote ça fait grand, mais si vous ne mettez pas la deuxième lame c'est parfait.Une belle finition et le bol posé sur le socle noir c'est pratique ,il ne bouge pas quand vous vous en servez. dommage qu il ne soit pas expliqué comment enlever la protection sur la lame du haut, même si c'est finalement assez simple, attention les lames sont vraiment bien aiguisées, il faut les tourner à l'inverse l'une de l'autre,tres peu de bruit. J'ai haché des restes de rôti pour un hachis Parmentier, nickel.je recommande ce hachoir. il remplace avantageusement mon ancien dont la lame à casser. |||5|||5
recu tres rapidement et il est bien fonctionnel, il y a un bol en verre d'une grande capacité avec un support pour pour qu'il glisse et deux lames qui coupe bien avec une protection sur chaque lames, il est tres simple d'utilisation il suffit de mettre ce qu'on veux hacher dans le bol et de mettre ensuite le moteur dessus pour ensuite appuyer quelques secondes pour que l'aliment soit bien haché c'est super rapide, pour le rangement le bol passe au lave vaiselle faut juste faire attention aux lames lorsque les separe car elles coupent bien donc attention, sinon ce hachoir est top il fait ce qu'on attend de lui et rapidement, je vous le recommande |||5|||5
Le hachoir est reçu rapidement comme toujours avec Amazon.\r\nLivré dans une boite en carton et l'appareil est bien protégé.\r\n\r\nA l'intérieur on retrouve :\r\n- Le bol en verre\r\n- l'appareil électrique raccordé au fil de la prise secteur\r\n- Un support anti-dérapant pour mettre sous le bol\r\n- La double lame\r\n- Une petite notice\r\n\r\nTrès simple d'utilisation. Il suffit juste de mettre les ingrédients dans le bol, fermer avec l'appareil et appuyer.\r\nLe mixeur fait bien son boulot. J'en suis très content.\r\nLe nettoyage se fait rapidement. On peut même mettre le bol au lave-vaisselle.\r\n\r\nSuper rapport qualité / prix ! |||5|||5
Robot reçu rapidement dans une boite avec son manuel d’utilisation, en plusieurs langues.\r\nPlutôt septique au moment de l’achat, c’est une belle surprise à l’arrivée ! Finition propre et de qualité. Le bol est en verre, rien de mieux pour cuisiner que le plastique et les lames très affûtées. Simple d’utilisation, il vous suffira d’appuyer sur le bouton central pour le faire fonctionner. Sans aucun doute, il vous sera d’une grande utilité dans votre cuisine, gain de temps assuré !\r\nJe recommande ce produit sans hésitation. |||5|||5
J'en ai cherché et testé des hachoirs. Lorsque j'ai vu les commentaires de celui-ci je me suis lancé dans un énième achat pour un hachoir pratique et efficace.\r\nIl est petit et ne prend pas de place dans le placard et le plan de travail.\r\nIl est bruyant comme un hachoir, ni plus ni moins que ce a quoi on peut s'attendre d'un tel appareil.\r\nJ'ai attendu quelques mois pour mettre un avis mais a ce jour il ne s'est toujours pas détérioré.\r\n\r\nA titre d'information, je l'ai utilisé pour : Hacher de la viande, des amandes, du chocolat, des oignons, du houmous, des rillettes, de la purée.\r\nIl ne faut pas des aliments trop sec non plus mais avec des impulsions et en mettant les aliments progressivement j'arrive a faire un houmous crémeux plus facilement qu'avec mon ancien qui ne mixait que les aliments du fond. |||5|||5
Arrivée dans 4jours, j’ai commandé ce mini hachoir électrique pour les petites quantités d’aliments qui ne consomme que 300W, il est rapide, lames très efficaces et protégées avec du plastique, le petit robot avec son bol de 1.2 L en verre est facile à nettoyer et facile à utiliser pour tout type d’aliments, j’ai même testé les amandes...\r\n2 ans de garantie. Un bon produit conforme à la décision du vendeur. |||5|||5
Correspond à la description! Mais attention au default qui ne sont pas a negligé pour son achat! Les doubles lames sont très efficaces mais le fil d'alimentation est un peu court! Tres deçus par la qualité du joint à l'intérieur du couvercle qui s'enlève facilement à chaque lavage mais qui à cassé apres quelque utilisations! Je l'utilise maintenant sans le joint je ne peux donc plus mixer de liquide sans que cela gicle☹😡 je suis donc très déçu de plus le bol en verre est très lourd je ne recommande pas cet article! |||2|||5
Et voila pour ne plus pleurer, c'est la solution radicale.\r\nL'ensemble fonctionne plutôt bien, je coupe un oignon en deux, hop dans le bocal.\r\nPar contre cela permet uniquement de les hacher en petit morceau. (je n'ai pas encore trouver la technique pour faire plus gros)\r\nFacile à nettoyer, il n'y a que les petites lame le bocal a mettre au lave vaisselle.\r\nil n'y a rien à démonter, donc rapide. |||5|||5
Fonctions de compote et soupe avec morceaux testées  et pâte à clafoutis très bien -  bonne cuisson des pommes de terre en morceau - il ne faut pas dépasser la mesure maxi avec l eau : 4 assiettes - très pratique pour nettoyer  fonction de nettoyage  très bien  -  bon achat. Pour gagner du temps cet hiver quand on mange beaucoup de soupes maison . |||4|||5
